DEBUG: General     , 1688682227334> LoggerManager.init                  > Initializing...
LOG  : Mod         , 1688682247515> mod "ReloadAllMagazines" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1688682247516> mod "ReloadAllMagazines" overrides media/lua/shared/translate/es/contextmenu_es.txt
LOG  : Mod         , 1688682247516> mod "ReloadAllMagazines" overrides media/lua/shared/translate/fr/contextmenu_fr.txt
LOG  : Mod         , 1688682247517> mod "ReloadAllMagazines" overrides media/lua/shared/translate/it/contextmenu_it.txt
LOG  : Mod         , 1688682247518> mod "ReloadAllMagazines" overrides media/lua/shared/translate/jp/contextmenu_jp.txt
LOG  : Mod         , 1688682247518> mod "ReloadAllMagazines" overrides media/lua/shared/translate/ko/contextmenu_ko.txt
LOG  : Mod         , 1688682247519> mod "ReloadAllMagazines" overrides media/lua/shared/translate/ptbr/contextmenu_ptbr.txt
LOG  : Mod         , 1688682247521> mod "ReloadAllMagazines" overrides media/lua/shared/translate/ru/contextmenu_ru.txt
LOG  : Mod         , 1688682247521> mod "ReloadAllMagazines" overrides media/lua/shared/translate/th/contextmenu_th.txt
LOG  : Mod         , 1688682247522> mod "ReloadAllMagazines" overrides media/lua/shared/translate/ua/contextmenu_ua.txt
LOG  : Mod         , 1688682247523> loading SimplePlayablePianos4150
LOG  : Mod         , 1688682247533> mod "SimplePlayablePianos4150" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1688682247534> mod "SimplePlayablePianos4150" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1688682247535> mod "SimplePlayablePianos4150" overrides media/lua/shared/translate/pl/contextmenu_pl.txt
LOG  : Mod         , 1688682247536> mod "SimplePlayablePianos4150" overrides media/perks.txt
LOG  : Mod         , 1688682247563> loading sapphcooking
LOG  : Mod         , 1688682247587> mod "sapphcooking" overrides media/lua/shared/translate/ch/contextmenu_ch.txt
LOG  : Mod         , 1688682247588> mod "sapphcooking" overrides media/lua/shared/translate/ch/itemname_ch.txt
LOG  : Mod         , 1688682247588> mod "sapphcooking" overrides media/lua/shared/translate/ch/recipes_ch.txt
LOG  : Mod         , 1688682247589> mod "sapphcooking" overrides media/lua/shared/translate/ch/tooltip_ch.txt
LOG  : Mod         , 1688682247589> mod "sapphcooking" overrides media/lua/shared/translate/cn/contextmenu_cn.txt
LOG  : Mod         , 1688682247591> mod "sapphcooking" overrides media/lua/shared/translate/cn/itemname_cn.txt
LOG  : Mod         , 1688682247591> mod "sapphcooking" overrides media/lua/shared/translate/cn/recipes_cn.txt
LOG  : Mod         , 1688682247592> mod "sapphcooking" overrides media/lua/shared/translate/cn/sandbox_cn.txt
LOG  : Mod         , 1688682247593> mod "sapphcooking" overrides media/lua/shared/translate/cn/tooltip_cn.txt
LOG  : Mod         , 1688682247594> mod "sapphcooking" overrides media/lua/shared/translate/de/contextmenu_de.txt
LOG  : Mod         , 1688682247594> mod "sapphcooking" overrides media/lua/shared/translate/de/itemname_de.txt
LOG  : Mod         , 1688682247595> mod "sapphcooking" overrides media/lua/shared/translate/de/recipes_de.txt
LOG  : Mod         , 1688682247596> mod "sapphcooking" overrides media/lua/shared/translate/de/tooltip_de.txt
LOG  : Mod         , 1688682247596> mod "sapphcooking" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1688682247597> mod "sapphcooking" overrides media/lua/shared/translate/en/evolvedrecipename_en.txt
LOG  : Mod         , 1688682247598> mod "sapphcooking" overrides media/lua/shared/translate/en/itemname_en.txt
LOG  : Mod         , 1688682247599> mod "sapphcooking" overrides media/lua/shared/translate/en/recipes_en.txt
LOG  : Mod         , 1688682247599> mod "sapphcooking" overrides media/lua/shared/translate/en/sandbox_en.txt
LOG  : Mod         , 1688682247600> mod "sapphcooking" overrides media/lua/shared/translate/en/tooltip_en.txt
LOG  : Mod         , 1688682247601> mod "sapphcooking" overrides media/lua/shared/translate/ko/contextmenu_ko.txt
LOG  : Mod         , 1688682247601> mod "sapphcooking" overrides media/lua/shared/translate/ko/itemname_ko.txt
LOG  : Mod         , 1688682247602> mod "sapphcooking" overrides media/lua/shared/translate/ko/recipes_ko.txt
LOG  : Mod         , 1688682247603> mod "sapphcooking" overrides media/lua/shared/translate/ko/tooltip_ko.txt
LOG  : Mod         , 1688682247603> mod "sapphcooking" overrides media/lua/shared/translate/pl/contextmenu_pl.txt
LOG  : Mod         , 1688682247604> mod "sapphcooking" overrides media/lua/shared/translate/pl/itemname_pl.txt
LOG  : Mod         , 1688682247605> mod "sapphcooking" overrides media/lua/shared/translate/pl/recipes_pl.txt
LOG  : Mod         , 1688682247606> mod "sapphcooking" overrides media/lua/shared/translate/pl/tooltip_pl.txt
LOG  : Mod         , 1688682247606> mod "sapphcooking" overrides media/lua/shared/translate/ptbr/contextmenu_ptbr.txt
LOG  : Mod         , 1688682247607> mod "sapphcooking" overrides media/lua/shared/translate/ptbr/itemname_ptbr.txt
LOG  : Mod         , 1688682247608> mod "sapphcooking" overrides media/lua/shared/translate/ptbr/recipes_ptbr.txt
LOG  : Mod         , 1688682247608> mod "sapphcooking" overrides media/lua/shared/translate/ptbr/sandbox_ptbr.txt
LOG  : Mod         , 1688682247609> mod "sapphcooking" overrides media/lua/shared/translate/ptbr/tooltip_ptbr.txt
LOG  : Mod         , 1688682247609> mod "sapphcooking" overrides media/lua/shared/translate/ru/contextmenu_ru.txt
LOG  : Mod         , 1688682247611> mod "sapphcooking" overrides media/lua/shared/translate/ru/itemname_ru.txt
LOG  : Mod         , 1688682247612> mod "sapphcooking" overrides media/lua/shared/translate/ru/recipes_ru.txt
LOG  : Mod         , 1688682247612> mod "sapphcooking" overrides media/lua/shared/translate/ru/tooltip_ru.txt
LOG  : Mod         , 1688682247613> mod "sapphcooking" overrides media/lua/shared/translate/th/contextmenu_th.txt
LOG  : Mod         , 1688682247614> mod "sapphcooking" overrides media/lua/shared/translate/th/evolvedrecipename_th.txt
LOG  : Mod         , 1688682247615> mod "sapphcooking" overrides media/lua/shared/translate/th/itemname_th.txt
LOG  : Mod         , 1688682247616> mod "sapphcooking" overrides media/lua/shared/translate/th/recipes_th.txt
LOG  : Mod         , 1688682247616> mod "sapphcooking" overrides media/lua/shared/translate/th/sandbox_th.txt
LOG  : Mod         , 1688682247617> mod "sapphcooking" overrides media/lua/shared/translate/th/tooltip_th.txt
LOG  : Mod         , 1688682247618> mod "sapphcooking" overrides media/lua/shared/translate/ua/contextmenu_ua.txt
LOG  : Mod         , 1688682247618> mod "sapphcooking" overrides media/lua/shared/translate/ua/itemname_ua.txt
LOG  : Mod         , 1688682247619> mod "sapphcooking" overrides media/lua/shared/translate/ua/recipes_ua.txt
LOG  : Mod         , 1688682247620> mod "sapphcooking" overrides media/lua/shared/translate/ua/tooltip_ua.txt
LOG  : Mod         , 1688682247638> mod "sapphcooking" overrides media/models_x/worlditems/carvingfork.fbx
LOG  : Mod         , 1688682247697> mod "sapphcooking" overrides media/models_x/worlditems/onigiri.fbx
LOG  : Mod         , 1688682247711> mod "sapphcooking" overrides media/models_x/worlditems/seaweed.fbx
LOG  : Mod         , 1688682247727> mod "sapphcooking" overrides media/sandbox-options.txt
LOG  : Mod         , 1688682247881> mod "sapphcooking" overrides media/textures/worlditems/bowlpasta.png
LOG  : Mod         , 1688682247884> mod "sapphcooking" overrides media/textures/worlditems/bowlsoup.png
LOG  : Mod         , 1688682247895> mod "sapphcooking" overrides media/textures/worlditems/cheesesoft.png
LOG  : Mod         , 1688682247932> mod "sapphcooking" overrides media/textures/worlditems/meatpatty.png
LOG  : Mod         , 1688682247933> mod "sapphcooking" overrides media/textures/worlditems/meatpattycooked.png
LOG  : Mod         , 1688682247940> mod "sapphcooking" overrides media/textures/worlditems/onigiri.png
LOG  : Mod         , 1688682247972> mod "sapphcooking" overrides media/textures/worlditems/tortilla.png
LOG  : Mod         , 1688682247983> loading sapphcookingbettersorting
LOG  : Mod         , 1688682247986> loading SpnCloth
LOG  : Mod         , 1688682247993> mod "SpnCloth" overrides icon.png
LOG  : Mod         , 1688682247994> mod "SpnCloth" overrides media/clothing/clothing.xml
LOG  : Mod         , 1688682248005> mod "SpnCloth" overrides media/clothing/clothingitems/vest_bulletarmy.xml
LOG  : Mod         , 1688682248006> mod "SpnCloth" overrides media/clothing/clothingitems/vest_bulletcivilian.xml
LOG  : Mod         , 1688682248006> mod "SpnCloth" overrides media/clothing/clothingitems/vest_bulletpolice.xml
LOG  : Mod         , 1688682248007> mod "SpnCloth" overrides media/fileguidtable.xml
LOG  : Mod         , 1688682248009> mod "SpnCloth" overrides media/lua/server/spongieclothing_recipe.lua
LOG  : Mod         , 1688682248010> mod "SpnCloth" overrides media/lua/shared/translate/de/contextmenu_de.txt
LOG  : Mod         , 1688682248011> mod "SpnCloth" overrides media/lua/shared/translate/de/itemname_de.txt
LOG  : Mod         , 1688682248011> mod "SpnCloth" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1688682248012> mod "SpnCloth" overrides media/lua/shared/translate/en/itemname_en.txt
LOG  : Mod         , 1688682248013> mod "SpnCloth" overrides media/lua/shared/translate/en/recipes_en.txt
LOG  : Mod         , 1688682248014> mod "SpnCloth" overrides media/lua/shared/translate/es/contextmenu_es.txt
LOG  : Mod         , 1688682248014> mod "SpnCloth" overrides media/lua/shared/translate/es/itemname_es.txt
LOG  : Mod         , 1688682248015> mod "SpnCloth" overrides media/lua/shared/translate/fr/contextmenu_fr.txt
LOG  : Mod         , 1688682248016> mod "SpnCloth" overrides media/lua/shared/translate/fr/itemname_fr.txt
LOG  : Mod         , 1688682248017> mod "SpnCloth" overrides media/lua/shared/translate/it/contextmenu_it.txt
LOG  : Mod         , 1688682248017> mod "SpnCloth" overrides media/lua/shared/translate/it/itemname_it.txt
LOG  : Mod         , 1688682248018> mod "SpnCloth" overrides media/lua/shared/translate/pl/contextmenu_pl.txt
LOG  : Mod         , 1688682248019> mod "SpnCloth" overrides media/lua/shared/translate/pl/itemname_pl.txt
LOG  : Mod         , 1688682248019> mod "SpnCloth" overrides media/lua/shared/translate/ptbr/contextmenu_ptbr.txt
LOG  : Mod         , 1688682248021> mod "SpnCloth" overrides media/lua/shared/translate/ptbr/itemname_ptbr.txt
LOG  : Mod         , 1688682248023> mod "SpnCloth" overrides media/lua/shared/translate/ru/contextmenu_ru.txt
LOG  : Mod         , 1688682248024> mod "SpnCloth" overrides media/lua/shared/translate/ru/itemname_ru.txt
LOG  : Mod         , 1688682248025> mod "SpnCloth" overrides media/models_x/skinned/clothes/bob_bulletvest.fbx
LOG  : Mod         , 1688682248026> mod "SpnCloth" overrides media/models_x/skinned/clothes/kate_bulletvest.fbx
LOG  : Mod         , 1688682248032> mod "SpnCloth" overrides media/models_x/skinned/clothes/spongie/f_jacketopen.fbx
LOG  : Mod         , 1688682248033> mod "SpnCloth" overrides media/models_x/skinned/clothes/spongie/f_jumpertied.fbx
LOG  : Mod         , 1688682248043> mod "SpnCloth" overrides media/models_x/skinned/clothes/spongie/m_jacketopen.fbx
LOG  : Mod         , 1688682248044> mod "SpnCloth" overrides media/models_x/skinned/clothes/spongie/m_jumpertied.fbx
LOG  : Mod         , 1688682248048> mod "SpnCloth" overrides media/models_x/worlditems/clothing/jumpertied_ground.fbx
LOG  : Mod         , 1688682248077> mod "SpnCloth" overrides media/textures/clothes/spongie/jacket/masks/longsleeves/openmasks/belt.png
LOG  : Mod         , 1688682248078> mod "SpnCloth" overrides media/textures/clothes/spongie/jacket/masks/longsleeves/openmasks/chest.png
LOG  : Mod         , 1688682248079> mod "SpnCloth" overrides media/textures/clothes/spongie/jacket/masks/longsleeves/openmasks/crotch.png
LOG  : Mod         , 1688682248079> mod "SpnCloth" overrides media/textures/clothes/spongie/jacket/masks/longsleeves/openmasks/dress.png
LOG  : Mod         , 1688682248081> mod "SpnCloth" overrides media/textures/clothes/spongie/jacket/masks/longsleeves/openmasks/head.png
LOG  : Mod         , 1688682248082> mod "SpnCloth" overrides media/textures/clothes/spongie/jacket/masks/longsleeves/openmasks/leftarm.png
LOG  : Mod         , 1688682248083> mod "SpnCloth" overrides media/textures/clothes/spongie/jacket/masks/longsleeves/openmasks/leftfoot.png
LOG  : Mod         , 1688682248084> mod "SpnCloth" overrides media/textures/clothes/spongie/jacket/masks/longsleeves/openmasks/lefthand.png
LOG  : Mod         , 1688682248085> mod "SpnCloth" overrides media/textures/clothes/spongie/jacket/masks/longsleeves/openmasks/leftleg.png
LOG  : Mod         , 1688682248085> mod "SpnCloth" overrides media/textures/clothes/spongie/jacket/masks/longsleeves/openmasks/mask.png
LOG  : Mod         , 1688682248086> mod "SpnCloth" overrides media/textures/clothes/spongie/jacket/masks/longsleeves/openmasks/rightarm.png
LOG  : Mod         , 1688682248087> mod "SpnCloth" overrides media/textures/clothes/spongie/jacket/masks/longsleeves/openmasks/rightfoot.png
LOG  : Mod         , 1688682248088> mod "SpnCloth" overrides media/textures/clothes/spongie/jacket/masks/longsleeves/openmasks/righthand.png
LOG  : Mod         , 1688682248088> mod "SpnCloth" overrides media/textures/clothes/spongie/jacket/masks/longsleeves/openmasks/rightleg.png
LOG  : Mod         , 1688682248089> mod "SpnCloth" overrides media/textures/clothes/spongie/jacket/masks/longsleeves/openmasks/waist.png
LOG  : Mod         , 1688682248134> loading RS_WaterCistern
LOG  : Mod         , 1688682248138> mod "RS_WaterCistern" overrides icon.png
LOG  : Mod         , 1688682248146> mod "RS_WaterCistern" overrides media/lua/shared/translate/ch/ig_ui_ch.txt
LOG  : Mod         , 1688682248148> mod "RS_WaterCistern" overrides media/lua/shared/translate/ch/itemname_ch.txt
LOG  : Mod         , 1688682248149> mod "RS_WaterCistern" overrides media/lua/shared/translate/de/ig_ui_de.txt
LOG  : Mod         , 1688682248150> mod "RS_WaterCistern" overrides media/lua/shared/translate/de/itemname_de.txt
LOG  : Mod         , 1688682248151> mod "RS_WaterCistern" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1688682248151> mod "RS_WaterCistern" overrides media/lua/shared/translate/en/itemname_en.txt
LOG  : Mod         , 1688682248152> mod "RS_WaterCistern" overrides media/lua/shared/translate/es/ig_ui_es.txt
LOG  : Mod         , 1688682248153> mod "RS_WaterCistern" overrides media/lua/shared/translate/es/itemname_es.txt
LOG  : Mod         , 1688682248154> mod "RS_WaterCistern" overrides media/lua/shared/translate/fr/ig_ui_fr.txt
LOG  : Mod         , 1688682248155> mod "RS_WaterCistern" overrides media/lua/shared/translate/fr/itemname_fr.txt
LOG  : Mod         , 1688682248156> mod "RS_WaterCistern" overrides media/lua/shared/translate/nl/ig_ui_nl.txt
LOG  : Mod         , 1688682248157> mod "RS_WaterCistern" overrides media/lua/shared/translate/nl/itemname_nl.txt
LOG  : Mod         , 1688682248158> mod "RS_WaterCistern" overrides media/lua/shared/translate/pl/ig_ui_pl.txt
LOG  : Mod         , 1688682248159> mod "RS_WaterCistern" overrides media/lua/shared/translate/pl/itemname_pl.txt
LOG  : Mod         , 1688682248160> mod "RS_WaterCistern" overrides media/lua/shared/translate/ptbr/ig_ui_ptbr.txt
LOG  : Mod         , 1688682248161> mod "RS_WaterCistern" overrides media/lua/shared/translate/ptbr/itemname_ptbr.txt
LOG  : Mod         , 1688682248162> mod "RS_WaterCistern" overrides media/lua/shared/translate/ru/ig_ui_ru.txt
LOG  : Mod         , 1688682248162> mod "RS_WaterCistern" overrides media/lua/shared/translate/ru/itemname_ru.txt
LOG  : Mod         , 1688682248202> loading ChangeSandboxOptionsByStar
LOG  : Mod         , 1688682248204> mod "ChangeSandboxOptionsByStar" overrides logo_mini.png
LOG  : Mod         , 1688682248206> mod "ChangeSandboxOptionsByStar" overrides media/lua/shared/translate/en/sandbox_en.txt
LOG  : Mod         , 1688682248207> mod "ChangeSandboxOptionsByStar" overrides media/lua/shared/translate/en/ui_en.txt
LOG  : Mod         , 1688682248208> mod "ChangeSandboxOptionsByStar" overrides media/lua/shared/translate/ru/sandbox_ru.txt
LOG  : Mod         , 1688682248209> mod "ChangeSandboxOptionsByStar" overrides media/lua/shared/translate/ru/ui_ru.txt
LOG  : Mod         , 1688682248209> mod "ChangeSandboxOptionsByStar" overrides media/sandbox-options.txt
LOG  : Mod         , 1688682248211> loading CraftHelperContinued
